、,165
"
",119
 ,117
，,106
的,78
；,69
熟悉,54
：,45
开发,42
有,37
"""",35
"
",35
等,34
.,31
和,31
经验,30
工程师,30
2,27
优先,27
/,26
软件,24
。,24
1,23
3,20
python,19
相关,19
类别,18
infos,18
工作,18
position,18
4,18
职能,18
_,18
5,18
Python,16
使用,16
以上,15
能力,14
技术,13
参与,13
编程,13
数据库,13
年,12
6,12
要求,12
",",11
设计,11
及,11
熟练,11
对,11
7,10
关键字,10
 ,10
负责,10
者,10
网络,9
语言,9
项目,9
系统,9
:,9
岗位职责,8
分析,8
框架,8
-,8
中,8
平台,7
协议,7
精通,7
常用,7
良好,7
机器学习,7
处理,7
编写,7
进行,7
学习,7
能,7
高级,7
优化,7
服务端,7
代码,7
web,7
数据,7
知识,7
互联网,7
前端,6
任职,6
金融,6
大数据,6
能够,6
（,6
或,6
产品,6
公司,6
）,6
解决,6
虚拟化,5
强,5
服务,5
原理,5
自然语言,5
库,5
至少,5
模块,5
本科,5
开源,5
以上学历,5
Web,5
并发,5
操作,5
以及,5
文档,5
实现,5
方向,5
信息,5
linux,5
过,5
维护,5
完成,5
redis,5
一种,5
独立,5
抽取,5
*,5
性能,5
并,5
flask,4
后端,4
关系,4
HTTP,4
MySQL,4
+,4
30,4
团队,4
计算机,4
django,4
测试,4
Linux,4
00,4
数据挖掘,4
网页,4
软件开发,4
在,4
shell,4
精神,4
应用,4
大,4
推荐,4
编码,4
存储,4
有过,4
正则表达式,4
解决问题,4
java,4
深度,4
自动化,4
理解,4
http,4
php,4
了解,4
mysql,4
多,4
nginx,4
熟练掌握,4
部署,4
型,4
数据分析,4
业务,4
识别,4
NoSQL,3
年限,3
爬,3
服务器,3
Django,3
爬取,3
相应,3
具有,3
联网,3
;,3
风格,3
进程,3
问题,3
结构化,3
较强,3
MQ,3
年度,3
阅读,3
岗位,3
后台,3
WEB,3
一定,3
环境,3
Shell,3
认识,3
全栈,3
SAS,3
组件,3
规则,3
非,3
海量,3
任务,3
编程语言,3
深入,3
较,3
MongoDB,3
安全,3
R,3
第三方,3
18,3
构建,3
银行业务,3
调试,3
索引,3
tornado,3
C++,3
算法,3
基于,3
强烈,3
节假日,3
Mysql,3
沟通,3
其他,3
专业,3
深,3
openstack,3
TCP,3
XYclouds,3
js,3
研发,3
基础,3
核心,3
可靠,3
运维,3
过程,3
新,3
9,3
爬虫,3
docker,3
同学,3
保证,3
SQL,3
Java,3
游戏,3
职位,3
稳定性,3
高,3
程序,3
内容,3
两年,3
抓取,3
采集,3
调优,3
带薪,3
方面,3
多线程,3
合作,3
mongodb,3
kvm,3
sql,3
PostgreSQL,3
实战经验,3
程序员,2
且,2
淘宝,2
操作系统,2
Nutch,2
Keras,2
Javascript,2
数据处理,2
强化,2
员工福利,2
架构设计,2
不断,2
按键精灵,2
系统软件,2
工程,2
严格,2
网站,2
微信,2
工作制,2
rabbitmq,2
安全性,2
Jsoup,2
分布,2
五,2
免费,2
10K,2
会,2
精选,2
一经,2
HTML,2
HtmlParser,2
小姐,2
西餐厅,2
语义,2
PEP8,2
五险,2
来,2
图像处理,2
详细,2
分布式,2
控制,2
周制,2
unix,2
机制,2
问答,2
celery,2
协程,2
经历,2
地点,2
自我,2
敬业精神,2
绩效奖金,2
提升,2
需求,2
功能,2
memcache,2
票据,2
产品线,2
上能,2
逻辑,2
模式识别,2
责任感,2
生日会,2
整个,2
号,2
定期,2
羽毛球,2
查出,2
步行,2
开发工具,2
深刻,2
有物,2
划分,2
喜欢,2
清晰,2
css,2
服务器端,2
简单,2
批量,2
门,2
领导,2
Tornado,2
思路,2
协调,2
根据,2
头脑灵活,2
考虑,2
架构,2
毕业,2
书写,2
基本技能,2
selenium,2
前端开发,2
到,2
一样,2
401,2
操作者,2
执行,2
基本,2
所,2
效果,2
下午,2
病假,2
从事,2
田里,2
API,2
定制,2
下午茶,2
UI,2
OCR,2
加,2
法定,2
人工智能,2
取过,2
开发者,2
uWSGI,2
懂,2
或者,2
假,2
软件设计,2
配置,2
ajax,2
之一,2
有意,2
CSS,2
见解,2
浦街,2
员工,2
资格,2
页面,2
体系结构,2
待遇,2
与,2
表达能力,2
C语言,2
工具,2
存在,2
service,2
欢迎,2
twisted,2
计算,2
Odoo,2
Cookie,2
zeromq,2
讨论,2
图谱,2
UDP,2
监督,2
Oracle,2
数据传输,2
PythonAI,2
13,2
12,2
Unix,2
早上,2
压力,2
楼,2
websocket,2
1.3,2
可扩展性,2
很,2
MVC,2
已经,2
浓厚,2
client,2
尝试,2
从,2
一金,2
沟通交流,2
脚本,2
异步,2
瓶颈,2
管理,2
双休,2
用于,2
固定,2
文本,2
Flask,2
SQLServer,2
三年,2
周末,2
7.5,2
做,2
敏感,2
五分钟,2
旅游,2
类型,2
8,2
jquery,2
坂,2
掌握,2
或云,2
量化,2
net,2
吃苦耐劳,2
通讯,2
早餐,2
协作,2
礼品,2
PHP,2
制作,2
上班时间,2
最好,2
供应,2
出口,2
录用,2
求知欲,2
小时,2
开发进度,2
深圳,2
大专,2
09,2
lua,2
质量,2
集群,2
webmagic,2
难题,2
职责,2
其中,2
Server,2
微博,2
c,2
英语,2
遇到,2
com,2
单元,2
善于,2
多种,2
cn,2
背景,2
英文,2
界面,2
ETL,2
对于,2
py,2
给,2
webpy,2
图片,2
多媒体,2
研究,2
全面,2
缺陷,2
趋势,2
丰富,2
语句,2
计算机相关,2
常见,2
转,2
地铁站,2
统计,2
产品开发,2
队列,2
Redis,2
时间,2
数量,2
官网,2
及其,2
主流,2
html,2
每周,2
IP,2
VS,2
复杂,2
从优,2
nosql,2
211,2
取后,2
工资待遇,2
智能,2
Scrapy,2
手机,2
我们,2
Xpath,2
缓存,2
PIL,2
脚本语言,2
上级,2
积极主动,2
分布式系统,2
D,2
硕士,2
效率,2
联系人,2
龙岗区,2
承担,2
！,2
www,2
顾目,2
提出,2
下,2
985,2
功能模块,2
3.2,2
具备,2
大小,2
各种,2
全职,2
午餐,2
自己,2
地址,2
俱乐部,2
socket,2
登录,2
分项,2
有用,2
消息,2
扎实,2
体检,2
兴趣,2
课,2
它,2
瑜伽,2
云,2
自营,2
张,2
持续,2
审美,2
数学,2
优秀,2
杀,2
审查,2
深圳市,2
狼人,2
Theano,2
活动,2
htmlunit,2
任务分配,2
名,2
Tensorflow,2
13544249005,2
kdevelop,2
咖啡厅,2
letron,2
Tonado,2
责任心,2
细化,2
AI,2
桌游,2
webdriver,2
物,2
年终奖,2
每月,2
健身房,2
15K,2
模型,2
